SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE,ZIP,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE http://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
MLS Listing,,Single Family Residential,11206 Fremont Ave N,Seattle,WA,98133,949900,4,2.25,Broadview,2341,5247,2017,5,406,,Active,,,http://www.redfin.com/WA/Seattle/11206-Fremont-Ave-N-98133/home/112863503,NWMLS,1238190,N,Y,47.7108307,-122.3498668
MLS Listing,,Single Family Residential,312 N 63rd St,Seattle,WA,98103,980000,6,2.5,Phinney Ridge,3005,2000,1911,5,326,,Active,January-31-2018 12:00 PM,January-31-2018 02:00 PM,http://www.redfin.com/WA/Seattle/312-N-63rd-St-98103/home/299386,NWMLS,1238152,N,Y,47.6746902,-122.3548402
MLS Listing,,Condo/Co-op,1512 California Ave SW #401,Seattle,WA,98116,1200000,3,2.5,North Admiral,2325,5500,1986,5,516,1109,Active,,,http://www.redfin.com/WA/Seattle/1512-California-Ave-SW-98116/unit-401/home/48599,NWMLS,1230395,N,Y,47.5901453,-122.3858165
MLS Listing,,Condo/Co-op,2720 3rd Ave #314,Seattle,WA,98121,750000,1,1.0,Belltown,983,19432,2008,5,763,588,Active,,,http://www.redfin.com/WA/Seattle/2720-3rd-Ave-98121/unit-314/home/12538133,NWMLS,1238354,N,Y,47.6176822,-122.3492611
MLS Listing,,Single Family Residential,10037 61st Ave S,Seattle,WA,98178,738000,4,3.75,Upper Rainier Beach,3130,5460,1911,5,236,,Active,,,http://www.redfin.com/WA/Seattle/10037-61st-Ave-S-98178/home/175853,NWMLS,1238317,N,Y,47.5105786,-122.2573691
MLS Listing,,Condo/Co-op,202 W Olympic Place #301,Seattle,WA,98119,658000,2,1.5,Queen Anne,1187,,1979,5,554,449,Active,,,http://www.redfin.com/WA/Seattle/202-W-Olympic-Pl-98119/unit-301/home/6804,NWMLS,1237880,N,Y,47.6270212,-122.3596849
MLS Listing,,Single Family Residential,7911 S 115th Place,Seattle,WA,98178,389900,5,2.5,Bryn Mawr,2550,7500,1979,5,153,,Active,,,http://www.redfin.com/WA/Seattle/7911-S-115th-Pl-98178/home/199421,NWMLS,1238182,N,Y,47.4997034,-122.2337183
MLS Listing,,Single Family Residential,5646 41st Ave SW,Seattle,WA,98136,785000,4,1.5,West Seattle,2950,6250,1951,5,266,,Active,,,http://www.redfin.com/WA/Seattle/5646-41st-Ave-SW-98136/home/470879,NWMLS,1238187,N,Y,47.5506913,-122.383989
MLS Listing,,Single Family Residential,5934 Beach Dr SW,Seattle,WA,98136,995000,3,3.0,Beach Drive,2460,13500,1940,5,404,,Active,,,http://www.redfin.com/WA/Seattle/5934-Beach-Dr-SW-98136/home/154279,NWMLS,1237148,N,Y,47.5492863,-122.3973249
MLS Listing,,Single Family Residential,7309 Bainbridge Place SW,Seattle,WA,98136,850000,3,3.25,Lincoln Park,2280,1600,2014,5,373,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/7309-Bainbridge-Pl-SW-98136/home/59703354,NWMLS,1233838,N,Y,47.5376901,-122.3920477
MLS Listing,,Condo/Co-op,3710 26th Place W,Seattle,WA,98199,459900,2,1.75,Magnolia,1173,6224,1974,5,392,734,Active,,,http://www.redfin.com/WA/Seattle/3710-26th-Pl-W-98199/unit-408/home/714,NWMLS,1237642,N,Y,47.653967,-122.3902481
MLS Listing,,Single Family Residential,11729 26th Ave NE,Seattle,WA,98125,729000,4,2.5,Pinehurst,1682,2955,2009,5,433,,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/11729-26th-Ave-NE-98125/home/18972362,NWMLS,1236757,N,Y,47.7148519,-122.3008033
MLS Listing,,Single Family Residential,3618 39th Ave W,Seattle,WA,98199,840000,2,1.75,Magnolia,1720,5816,1947,5,488,,Active,,,http://www.redfin.com/WA/Seattle/3618-39th-Ave-W-98199/home/128921,NWMLS,1236514,N,Y,47.6529175,-122.406512
MLS Listing,,Single Family Residential,3923 Corliss Ave N,Seattle,WA,98103,1195000,4,2.0,Wallingford,1860,5700,1901,5,642,,Active,,,http://www.redfin.com/WA/Seattle/3923-Corliss-Ave-N-98103/home/119466,NWMLS,1238119,N,Y,47.6550018,-122.3317233
MLS Listing,,Condo/Co-op,530 Melrose Ave E #302,Seattle,WA,98102,450000,1,1.0,Capitol Hill,590,,1991,5,763,454,Active,,,http://www.redfin.com/WA/Seattle/530-Melrose-Ave-E-98102/unit-302/home/35051,NWMLS,1236481,N,Y,47.6240369,-122.3275395
MLS Listing,,Single Family Residential,4206 S Angeline St,Seattle,WA,98118,575000,3,1.5,Columbia City,1780,4000,1942,5,323,,Active,,,http://www.redfin.com/WA/Seattle/4206-S-Angeline-St-98118/home/492856,NWMLS,1238146,N,Y,47.5595476,-122.2803018
MLS Listing,,Multi-Family (5+ Unit),6714 Greenwood Ave N,Seattle,WA,98103,1850000,11,6.0,Phinney Ridge,5030,5000,1960,5,368,,Active,,,http://www.redfin.com/WA/Seattle/6714-Greenwood-Ave-N-98103/home/2071016,NWMLS,1237755,N,Y,47.6783098,-122.354977
MLS Listing,,Single Family Residential,326 N 103rd St,Seattle,WA,98133,625000,3,1.75,Greenwood,1270,3844,1942,5,492,,Active,,,http://www.redfin.com/WA/Seattle/326-N-103rd-St-98133/home/98716,NWMLS,1236818,N,Y,47.7038261,-122.3542308
MLS Listing,,Single Family Residential,4038 Whitman Ave N,Seattle,WA,98103,1200000,4,1.75,Fremont,2730,2920,1921,5,440,,Active,,,http://www.redfin.com/WA/Seattle/4038-Whitman-Ave-N-98103/home/119182,NWMLS,1236414,N,Y,47.6565326,-122.3456417
MLS Listing,,Condo/Co-op,2319 1st Ave #703,Seattle,WA,98121,500000,1,1.0,Belltown,652,,2000,5,767,305,Active,,,http://www.redfin.com/WA/Seattle/2319-1st-Ave-98121/unit-703/home/65159,NWMLS,1236262,N,Y,47.6135938,-122.3474189
MLS Listing,,Townhouse,2356 B Franklin Ave E,Seattle,WA,98102,959950,3,2.0,Eastlake,1503,1062,2017,5,639,,Active,,,http://www.redfin.com/WA/Seattle/2356-Franklin-Ave-E-98102/unit-B/home/113995502,NWMLS,1237384,N,Y,47.6413563,-122.3243575
MLS Listing,,Condo/Co-op,12027 15th Ave NE #101,Seattle,WA,98125,325000,2,2.0,Pinehurst,1158,24907,1980,5,281,402,Active,,,http://www.redfin.com/WA/Seattle/12027-15th-Ave-NE-98125/unit-101/home/2093088,NWMLS,1236431,N,Y,47.716429,-122.3129156
MLS Listing,,Single Family Residential,14009 Interlake Ave N,Seattle,WA,98133,485000,2,1.0,Haller Lake,1112,5200,1952,5,436,,Active,January-31-2018 12:00 PM,January-31-2018 02:30 PM,http://www.redfin.com/WA/Seattle/14009-Interlake-Ave-N-98133/home/102494,NWMLS,1237839,N,Y,47.7308169,-122.3415106
MLS Listing,,Condo/Co-op,129 Warren Ave N Unit H,Seattle,WA,98109,445000,1,1.0,Queen Anne,663,14400,1907,5,671,542,Active,January-31-2018 01:00 PM,January-31-2018 03:00 PM,http://www.redfin.com/WA/Seattle/129-Warren-Ave-N-98109/unit-H/home/12304967,NWMLS,1237305,N,Y,47.619499,-122.3543358
MLS Listing,,Single Family Residential,10255 1st Ave S,Seattle,WA,98168,293700,3,1.0,West Seattle,750,11060,1908,5,392,,Active,,,http://www.redfin.com/WA/Seattle/10255-1st-Ave-S-98168/home/181660,NWMLS,1238208,N,Y,47.5105301,-122.3339146
MLS Listing,,Single Family Residential,12221 8th Ave NW,Seattle,WA,98177,1425000,4,4.5,Broadview,4000,11612,1937,5,356,,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/12221-8th-Ave-NW-98177/home/291120,NWMLS,1236960,N,Y,47.7183869,-122.3666814
MLS Listing,,Single Family Residential,7515 Beacon Ave S,Seattle,WA,98118,525000,4,1.5,Beacon Hill,1940,8075,1954,6,271,,Active,,,http://www.redfin.com/WA/Seattle/7515-Beacon-Ave-S-98118/home/481952,NWMLS,1237693,N,Y,47.5348368,-122.2906578
MLS Listing,,Townhouse,8420 25th Ave SW Unit C,Seattle,WA,98106,325000,2,1.5,Westwood,1014,197724,1978,6,321,380,Active,,,http://www.redfin.com/WA/Seattle/8420-25th-Ave-SW-98106/unit-C/home/103956778,NWMLS,1237168,N,Y,47.5276186,-122.3641277
MLS Listing,,Condo/Co-op,3015 SW Avalon Wy #202,Seattle,WA,98126,359950,1,1.5,West Seattle,746,,2002,6,483,434,Active,,,http://www.redfin.com/WA/Seattle/3015-SW-Avalon-Way-98126/unit-202/home/57535,NWMLS,1238132,N,Y,47.566418,-122.3711382
MLS Listing,,Single Family Residential,6545 21st Ave SW,Seattle,WA,98106,599950,3,2.0,West Seattle,1640,5145,1952,6,366,,Active,,,http://www.redfin.com/WA/Seattle/6545-21st-Ave-SW-98106/home/160781,NWMLS,1237885,N,Y,47.5434608,-122.3598774
MLS Listing,,Single Family Residential,4056 SW Prince St,Seattle,WA,98116,719000,2,2.0,North Admiral,1950,4000,1928,6,369,,Active,,,http://www.redfin.com/WA/Seattle/4056-SW-Prince-St-98116/home/150824,NWMLS,1236318,N,Y,47.5825933,-122.3831664
MLS Listing,,Single Family Residential,1709 25th Ave,Seattle,WA,98122,1125000,3,2.25,Madison Valley,1864,1721,2018,6,604,,Active,February-1-2018 12:00 PM,February-1-2018 04:00 PM,http://www.redfin.com/WA/Seattle/1709-25th-Ave-98122/home/112863540,NWMLS,1237447,N,Y,47.616839,-122.300565
MLS Listing,,Multi-Family (2-4 Unit),1524 14th Ave S,Seattle,WA,98144,1650000,9,6.25,N Beacon Hill,3152,4400,1903,6,523,,Active,,,http://www.redfin.com/WA/Seattle/1524-14th-Ave-S-98144/home/40265287,NWMLS,1238084,N,Y,47.5892913,-122.3145874
MLS Listing,,Condo/Co-op,1909 Thorndyke Ave W #1909,Seattle,WA,98199,396000,2,1.0,Magnolia,1090,6120,1949,6,363,289,Active,,,http://www.redfin.com/WA/Seattle/1909-Thorndyke-Ave-W-98199/unit-1909/home/25506027,NWMLS,1236699,N,Y,47.6361378,-122.3899627
MLS Listing,,Single Family Residential,9046 1st Ave NW,Seattle,WA,98117,450000,3,1.75,Greenwood,1110,8451,1946,6,405,,Active,,,http://www.redfin.com/WA/Seattle/9046-1st-Ave-NW-98117/home/100621,NWMLS,1237680,N,Y,47.6956428,-122.3577581
MLS Listing,,Vacant Land,9312 45th Ave SW,Seattle,WA,98136,395000,0,,Fauntleroy,,5000,,6,,,Active,,,http://www.redfin.com/WA/Seattle/9312-45th-Ave-SW-98136/home/156302,NWMLS,1238004,N,Y,47.5196855,-122.3902746
MLS Listing,,Townhouse,4426 Evanston Ave N,Seattle,WA,98103,1075000,3,1.75,Fremont,1616,1110,2017,6,665,,Active,January-31-2018 02:00 PM,January-31-2018 04:00 PM,http://www.redfin.com/WA/Seattle/4426-Evanston-Ave-N-98103/home/144466644,NWMLS,1237364,N,Y,47.6610094,-122.3507271
MLS Listing,,Townhouse,211 26th Ave E Unit B,Seattle,WA,98112,825000,3,2.5,Madison Valley,1780,1173,2008,6,463,,Active,,,http://www.redfin.com/WA/Seattle/211-26th-Ave-E-98112/unit-B/home/18658026,NWMLS,1237729,N,Y,47.620528,-122.299068
MLS Listing,,Condo/Co-op,1819 E Denny Wy #303,Seattle,WA,98122,475000,1,1.0,Capitol Hill,747,,1996,6,636,400,Active,February-1-2018 11:00 AM,February-1-2018 01:00 PM,http://www.redfin.com/WA/Seattle/1819-E-Denny-Way-98122/unit-303/home/15891,NWMLS,1234870,N,Y,47.6182082,-122.3077906
MLS Listing,,Condo/Co-op,1610 Belmont Ave #514,Seattle,WA,98122,370000,1,1.0,Capitol Hill,480,,2001,6,771,276,Active,,,http://www.redfin.com/WA/Seattle/1610-Belmont-Ave-98122/unit-514/home/12093008,NWMLS,1237764,N,Y,47.615798,-122.324155
MLS Listing,,Townhouse,3816 22nd Ave SW,Seattle,WA,98106,779950,3,2.0,Pigeon Point,1735,1245,2017,6,450,,Active,,,http://www.redfin.com/WA/Seattle/3816-22nd-Ave-SW-98106/home/160309,NWMLS,1232169,N,Y,47.569781,-122.360686
MLS Listing,,Condo/Co-op,812 5th Ave N #408,Seattle,WA,98109,469000,0,,Queen Anne,559,21600,2002,6,839,286,Active,,,http://www.redfin.com/WA/Seattle/812-5th-Ave-N-98109/unit-408/home/2118451,NWMLS,1235563,N,Y,47.6268466,-122.3471719
MLS Listing,,Single Family Residential,6533 43rd Ave S,Seattle,WA,98118,429967,4,1.75,Brighton,2400,7494,1907,6,179,,Active,,,http://www.redfin.com/WA/Seattle/6533-43rd-Ave-S-98118/home/173423,NWMLS,1236923,N,Y,47.5432032,-122.2800482
MLS Listing,,Townhouse,568 Galer St Unit B,Seattle,WA,98109,875000,3,2.5,Queen Anne,1616,863,2008,6,541,,Active,,,http://www.redfin.com/WA/Seattle/568-Galer-St-98109/unit-B/home/21883110,NWMLS,1237400,N,Y,47.632423,-122.3451009
MLS Listing,,Single Family Residential,1323 3rd Ave W,Seattle,WA,98119,2295000,5,3.25,Queen Anne,4520,5922,1900,6,508,,Active,February-3-2018 01:00 PM,February-3-2018 03:00 PM,http://www.redfin.com/WA/Seattle/1323-3rd-Ave-W-98119/home/133727,NWMLS,1237186,N,Y,47.6311882,-122.3608945
MLS Listing,,Townhouse,927 N 97th St Unit B,Seattle,WA,98103,629000,3,2.5,Greenwood,1530,1131,2009,6,411,,Active,,,http://www.redfin.com/WA/Seattle/927-N-97th-St-98103/unit-B/home/22223803,NWMLS,1237494,N,Y,47.699263,-122.346107
MLS Listing,,Single Family Residential,2349 NE 127th St,Seattle,WA,98125,492000,2,1.0,Olympic Hills,700,10500,1929,6,703,,Active,February-4-2018 01:00 PM,February-4-2018 04:00 PM,http://www.redfin.com/WA/Seattle/2349-NE-127th-St-98125/home/115098,NWMLS,1237781,N,Y,47.7209342,-122.3024866
MLS Listing,,Townhouse,8419 25th Ave SW Unit C,Seattle,WA,98106,329000,2,1.5,Delridge,1014,197724,1979,6,324,380,Active,,,http://www.redfin.com/WA/Seattle/8419-25th-Ave-SW-98106/unit-C/home/144766635,NWMLS,1237115,N,Y,47.5276111,-122.3648698
MLS Listing,,Townhouse,11211 Greenwood Ave N Unit C,Seattle,WA,98133,550000,3,2.5,Greenwood,1340,1221,2002,6,410,,Active,,,http://www.redfin.com/WA/Seattle/11211-Greenwood-Ave-N-98133/unit-C/home/95315,NWMLS,1235650,N,Y,47.7108688,-122.356048
MLS Listing,,Single Family Residential,10908 49th Ave S,Tukwila,WA,98178,319000,1,1.0,Tukwila,860,5265,1931,6,371,,Active,,,http://www.redfin.com/WA/Tukwila/10908-49th-Ave-S-98178/home/175497,NWMLS,1236931,N,Y,47.504757,-122.272181
MLS Listing,,Condo/Co-op,303 N 44 St #302,Seattle,WA,98103,299000,0,1.0,Fremont,517,10000,1969,6,578,258,Active,,,http://www.redfin.com/WA/Seattle/303-N-44th-St-98103/unit-302/home/9425,NWMLS,1237620,N,Y,47.6600118,-122.355081
MLS Listing,,Single Family Residential,3536 SW 105th St,Seattle,WA,98146,449950,2,1.0,Arbor Heights,920,6120,1947,6,489,,Active,,,http://www.redfin.com/WA/Seattle/3536-SW-105th-St-98146/home/155921,NWMLS,1237308,N,Y,47.5089311,-122.3769516
MLS Listing,,Townhouse,630 B NW 85th,Seattle,WA,98117,769950,3,2.0,Greenwood,1621,950,2018,6,475,,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/630-NW-85th-St-98117/unit-A/home/25674330,NWMLS,1234280,N,Y,47.6906431,-122.3647047
MLS Listing,,Condo/Co-op,2600 2nd Ave #1701,Seattle,WA,98121,499950,1,1.0,Belltown,637,25918,1993,6,785,501,Active,,,http://www.redfin.com/WA/Seattle/2600-2nd-Ave-98121/unit-1701/home/60672,NWMLS,1236201,N,Y,47.6163328,-122.3491116
MLS Listing,,Condo/Co-op,2721 1st Ave #205,Seattle,WA,98121,589950,1,1.0,Belltown,893,,2005,6,661,668,Active,,,http://www.redfin.com/WA/Seattle/2721-1st-Ave-98121/unit-205/home/2086048,NWMLS,1232247,N,Y,47.6160099,-122.3515296
MLS Listing,,Condo/Co-op,2901 S Jackson St #408,Seattle,WA,98144,440000,2,1.0,Leschi,852,10056,2004,6,516,496,Active,,,http://www.redfin.com/WA/Seattle/2901-S-Jackson-St-98144/unit-408/home/12091424,NWMLS,1235852,N,Y,47.5989913,-122.2947162
MLS Listing,,Single Family Residential,2222 E Crescent Dr,Seattle,WA,98112,2350000,5,3.0,Capitol Hill,4700,10125,1907,7,500,,Active,,,http://www.redfin.com/WA/Seattle/2222-E-Crescent-Dr-98112/home/136409,NWMLS,1236611,N,Y,47.6333735,-122.3024645
MLS Listing,,Single Family Residential,3301 27th Ave S,Seattle,WA,98144,699500,4,2.75,N Beacon Hill,1640,3880,1919,7,427,,Active,,,http://www.redfin.com/WA/Seattle/3301-27th-Ave-S-98144/home/167841,NWMLS,1237251,N,Y,47.5738854,-122.2980332
MLS Listing,,Condo/Co-op,2301 Fairview Ave E #215,Seattle,WA,98102,925000,0,1.5,Eastlake,913,,1968,7,1013,518,Active,February-2-2018 04:00 PM,February-2-2018 07:00 PM,http://www.redfin.com/WA/Seattle/2301-Fairview-Ave-E-98102/unit-215/home/22956,NWMLS,1237233,N,Y,47.6400949,-122.3300722
MLS Listing,,Condo/Co-op,2301 Fairview Ave E #214,Seattle,WA,98102,1200000,2,1.75,Eastlake,1384,,1968,7,867,788,Active,February-2-2018 04:00 PM,February-2-2018 07:00 PM,http://www.redfin.com/WA/Seattle/2301-Fairview-Ave-E-98102/unit-214/home/113054450,NWMLS,1237237,N,Y,47.6400949,-122.3300722
MLS Listing,,Single Family Residential,14015 36th Ave NE,Seattle,WA,98125,575000,3,1.75,Cedar Park,1260,8139,1933,7,456,,Active,,,http://www.redfin.com/WA/Seattle/14015-36th-Ave-NE-98125/home/111917,NWMLS,1237505,N,Y,47.7305989,-122.290026
MLS Listing,,Single Family Residential,8735 1st Ave NW,Seattle,WA,98117,529500,0,,Greenwood,,6350,1936,7,,,Active,,,http://www.redfin.com/WA/Seattle/8735-1st-Ave-NW-98117/home/100365,NWMLS,1236766,N,Y,47.6934065,-122.3582435
MLS Listing,,Single Family Residential,926 N 79th St,Seattle,WA,98103,400000,2,1.0,Green Lake,1030,4500,1910,7,388,,Active,,,http://www.redfin.com/WA/Seattle/926-N-79th-St-98103/home/301175,NWMLS,1237573,N,Y,47.6864218,-122.3460183
MLS Listing,,Single Family Residential,6246 33rd Ave NE,Seattle,WA,98115,2095000,5,3.5,Bryant,3611,5000,2018,7,580,,Active,,,http://www.redfin.com/WA/Seattle/6246-33rd-Ave-NE-98115/home/312703,NWMLS,1236910,N,Y,47.6753801,-122.2919407
MLS Listing,,Single Family Residential,6306 Wilson Ave S,Seattle,WA,98118,1085000,5,2.25,Seward Park,3420,6240,1930,7,317,,Active,,,http://www.redfin.com/WA/Seattle/6306-Wilson-Ave-S-98118/home/489402,NWMLS,1236867,N,Y,47.5457901,-122.2634772
MLS Listing,,Townhouse,1406 B E Fir St,Seattle,WA,98122,800000,2,1.75,Central Area,1730,845,2008,7,462,,Active,,,http://www.redfin.com/WA/Seattle/1406-E-Fir-St-98122/home/28581711,NWMLS,1234401,N,Y,47.602973,-122.313746
MLS Listing,,Townhouse,4370 28th Ave S,Seattle,WA,98108,628000,3,2.25,Columbia City,1520,2814,2007,7,413,262,Active,,,http://www.redfin.com/WA/Seattle/4370-28th-Ave-S-98108/home/8187457,NWMLS,1237580,N,Y,47.5630705,-122.2978459
MLS Listing,,Single Family Residential,8128 20th Ave SW,Seattle,WA,98106,547000,3,2.0,Delridge,1660,5135,1927,7,330,,Active,,,http://www.redfin.com/WA/Seattle/8128-20th-Ave-SW-98106/home/475725,NWMLS,1234856,N,Y,47.5291978,-122.3587828
MLS Listing,,Single Family Residential,10358 Riviera Place NE,Seattle,WA,98125,1200000,2,2.5,Matthews Beach,1560,1736,1990,7,769,,Active,,,http://www.redfin.com/WA/Seattle/10358-Riviera-Pl-NE-98125/home/319055,NWMLS,1235310,N,Y,47.7043548,-122.2746059
MLS Listing,,Single Family Residential,5757 30th Ave NE,Seattle,WA,98105,915000,3,1.75,Bryant,1810,3482,1923,7,506,,Active,,,http://www.redfin.com/WA/Seattle/5757-30th-Ave-NE-98105/home/313016,NWMLS,1236385,N,Y,47.6719885,-122.295315
MLS Listing,,Condo/Co-op,2717 Franklin Ave E #202,Seattle,WA,98102,390000,1,1.0,Eastlake,733,8255,1930,7,532,480,Active,,,http://www.redfin.com/WA/Seattle/2717-Franklin-Ave-E-98102/unit-202/home/70057,NWMLS,1237360,N,Y,47.6451052,-122.3249857
MLS Listing,,Single Family Residential,9551 Wallingford Ave N,Seattle,WA,98103,580000,3,1.0,Licton Springs,1000,5000,1962,7,580,,Active,January-31-2018 11:00 AM,January-31-2018 01:00 PM,http://www.redfin.com/WA/Seattle/9551-Wallingford-Ave-N-98103/home/104938,NWMLS,1236823,N,Y,47.6993204,-122.336799
MLS Listing,,Condo/Co-op,1740 Melrose Ave #306,Seattle,WA,98122,590000,2,1.75,Capitol Hill,1205,,1963,7,490,585,Active,,,http://www.redfin.com/WA/Seattle/1740-Melrose-Ave-98122/unit-306/home/6637,NWMLS,1235888,N,Y,47.6181332,-122.3275464
MLS Listing,,Condo/Co-op,1200 Boylston Ave #300,Seattle,WA,98101,489000,2,1.0,First Hill,800,10796,1960,7,611,585,Active,,,http://www.redfin.com/WA/Seattle/1200-Boylston-Ave-98101/unit-300/home/20784,NWMLS,1237346,N,Y,47.6124512,-122.322985
MLS Listing,,Single Family Residential,5942 31st Ave SW,Seattle,WA,98126,549950,2,2.25,High Point,1500,1875,2007,7,367,110,Active,February-3-2018 01:00 PM,February-3-2018 04:00 PM,http://www.redfin.com/WA/Seattle/5942-31st-Ave-SW-98126/home/12302956,NWMLS,1234939,N,Y,47.5488255,-122.3719426
MLS Listing,,Townhouse,1537 NW 58th St Unit B,Seattle,WA,98107,685000,2,2.25,Ballard,1260,1249,2006,7,544,,Active,,,http://www.redfin.com/WA/Seattle/1537-NW-58th-St-98107/unit-B/home/8189637,NWMLS,1233007,N,Y,47.670605,-122.377876
MLS Listing,,Townhouse,906 29th Ave S,Seattle,WA,98144,730000,3,2.5,Leschi,1630,1425,2012,7,448,,Active,,,http://www.redfin.com/WA/Seattle/906-29th-Ave-S-98144/home/144764248,NWMLS,1236129,N,Y,47.5942113,-122.2954371
MLS Listing,,Single Family Residential,9690 51st Ave S Unit C,Seattle,WA,98118,699950,5,2.75,Seattle,2467,7242,2018,7,284,,Active,,,http://www.redfin.com/WA/Seattle/9690-51st-Ave-S-98118/unit-C/home/22440114,NWMLS,1229507,N,Y,47.5143021,-122.269089
MLS Listing,,Single Family Residential,9690 51st Ave S Unit B,Seattle,WA,98118,699950,5,2.75,Seattle,2467,7242,2018,7,284,,Active,,,http://www.redfin.com/WA/Seattle/9690-51st-Ave-S-98118/unit-B/home/22440113,NWMLS,1227376,N,Y,47.5143021,-122.269089
MLS Listing,,Condo/Co-op,1616 Summit Ave Unit N302,Seattle,WA,98122,535000,2,1.0,Capitol Hill,777,24881,1990,7,689,449,Active,,,http://www.redfin.com/WA/Seattle/1616-Summit-Ave-98122/unit-N302/home/144764085,NWMLS,1237166,N,Y,47.6160688,-122.3252502
MLS Listing,,Single Family Residential,4715 45th Ave NE,Seattle,WA,98105,1185000,4,1.5,Laurelhurst,2210,7140,1928,7,536,,Active,,,http://www.redfin.com/WA/Seattle/4715-45th-Ave-NE-98105/home/122038,NWMLS,1236660,N,Y,47.6635573,-122.2797085
MLS Listing,,Single Family Residential,6750 39th Ave SW,Seattle,WA,98136,1250000,4,3.75,Gatewood,3324,5770,1929,7,376,,Active,,,http://www.redfin.com/WA/Seattle/6750-39th-Ave-SW-98136/home/468583,NWMLS,1236770,N,Y,47.5414116,-122.3815633
MLS Listing,,Single Family Residential,2647 Cascadia Ave S,Seattle,WA,98144,2785000,5,4.5,Seattle,6140,8050,1913,7,454,,Active,,,http://www.redfin.com/WA/Seattle/2647-Cascadia-Ave-S-98144/home/488632,NWMLS,1237292,N,Y,47.579006,-122.285909
MLS Listing,,Condo/Co-op,3104 Western Ave #103,Seattle,WA,98121,650000,1,1.5,Belltown,1109,25853,2008,7,586,730,Active,,,http://www.redfin.com/WA/Seattle/3104-Western-Ave-98121/unit-103/home/17382860,NWMLS,1236159,N,Y,47.6181731,-122.3560665
MLS Listing,,Single Family Residential,4810 28th Ave S,Seattle,WA,98108,879950,4,2.25,Beacon Hill,2818,5019,1961,7,312,,Active,,,http://www.redfin.com/WA/Seattle/4810-28th-Ave-S-98108/home/477989,NWMLS,1235215,N,Y,47.5593237,-122.296511
MLS Listing,,Single Family Residential,4316 NE 56th St,Seattle,WA,98105,1950000,4,3.25,Hawthorne Hills,3907,6400,2017,7,499,,Active,,,http://www.redfin.com/WA/Seattle/4316-NE-56th-St-98105/home/313965,NWMLS,1237173,N,Y,47.669667,-122.2813214
MLS Listing,,Single Family Residential,5224 39th Ave NE,Seattle,WA,98105,625000,2,2.0,Bryant,990,4000,1941,7,631,,Active,,,http://www.redfin.com/WA/Seattle/5224-39th-Ave-NE-98105/home/314548,NWMLS,1230123,N,Y,47.6677314,-122.2854129
MLS Listing,,Single Family Residential,10686 Marine View Drive Dr SW,Seattle,WA,98146,1095000,4,2.75,Arroyo,3080,11700,1942,7,356,,Active,,,http://www.redfin.com/WA/Seattle/10686-Marine-View-Dr-SW-98146/home/158399,NWMLS,1237017,N,Y,47.5067487,-122.3853916
MLS Listing,,Single Family Residential,910 NW 51st St Unit B,Seattle,WA,98107,559000,1,1.5,Ballard,760,816,2009,7,736,,Active,,,http://www.redfin.com/WA/Seattle/910-NW-51st-St-98107/unit-B/home/25674638,NWMLS,1235571,N,Y,47.666011,-122.369107
MLS Listing,,Condo/Co-op,417 E Pine St #310,Seattle,WA,98122,383200,1,1.0,Capitol Hill,592,17244,1919,7,647,446,Active,,,http://www.redfin.com/WA/Seattle/417-E-Pine-St-98122/unit-310/home/66268,NWMLS,1235643,N,Y,47.6149843,-122.3258128
MLS Listing,,Condo/Co-op,2600 2nd Ave #321,Seattle,WA,98121,350000,0,1.0,Belltown,469,,1993,8,746,381,Active,,,http://www.redfin.com/WA/Seattle/2600-2nd-Ave-98121/unit-321/home/28140,NWMLS,1237126,N,Y,47.6163328,-122.3491116
MLS Listing,,Single Family Residential,3718 48th Ave NE,Seattle,WA,98105,1950000,5,3.25,Laurelhurst,3874,8186,1975,8,503,,Active,,,http://www.redfin.com/WA/Seattle/3718-48th-Ave-NE-98105/home/122435,NWMLS,1236678,N,Y,47.6553203,-122.2750608
MLS Listing,,Condo/Co-op,1105 Spring St #801,Seattle,WA,98104,389000,1,1.0,First Hill,550,15360,1950,8,707,424,Active,,,http://www.redfin.com/WA/Seattle/1105-Spring-St-98104/unit-801/home/11905732,NWMLS,1236754,N,Y,47.6099737,-122.3252597
MLS Listing,,Condo/Co-op,1521 2nd Ave #2100,Seattle,WA,98101,2900000,2,1.75,Seattle,1824,,2008,8,1590,1289,Active,,,http://www.redfin.com/WA/Seattle/116-Pike-St-98101/unit-2100/home/21616643,NWMLS,1234631,N,Y,47.6093556,-122.3395072
